,serial_number,case_name,case_number,judge_date,court_name,case_type,case_type_code,judge_type,judge
355,209227,공갈·상해[인정된죄명:폭력행위등처벌에관한법률위반(상습상해)]·모욕·사기·무고·폭력행위등처벌에관한법률위반(상습상해)·업무방해·폭행[인정된죄명:폭력행위등처벌에관한법률위반(상습상해),2013도3829,2013.06.14,대법원,형사,400102,판결,선고
356,173369,성폭력범죄의처벌및피해자보호등에관한법률위반(특수강도강간등)·야간주거침입절도미수·부착명령,2013고합116,2013.05.30,서울남부지방법원,형사,400102,판결,선고
357,169583,성폭력범죄의 처벌등에 관한 특례법 위반(강간등 치상),2012노776,2013.05.29,대구고등법원,형사,400102,판결 : 상고,선고
358,172462,폭력행위등처벌에관한법률위반(공동상해)·폭력행위등처벌에관한법률위반(공동퇴거불응)·폭력행위등처벌에관한법률위반(공동폭행)·폭행·집회및시위에관한법률위반·업무방해,2011도12440,2013.05.23,대법원,형사,400102,판결,선고
359,172372,폭력행위등 처벌에 관한 법률 위반(집단·흉기등 폭행)·준강간·폭력행위등 처벌에 관한 법률 위반(집단·흉기등 상해)·성폭력범죄의 처벌 등에 관한 특례법 위반(특수강간)·감금·부착명령,2012도14788,2013.05.16,대법원,형사,400102,전원합의체 판결,선고
360,173578,성폭력범죄의처벌등에관한특례법위반(강간등살인)·특정범죄가중처벌등에관한법률위반(영리약취·유인등)·주거침입·야간주거침입절도·절도·부착명령·치료명령,2013노100,2013.05.16,광주고등법원,형사,400102,판결,선고
361,171714,성폭력범죄의 처벌 등에 관한 특례법 위반(주거침입강간등)·성폭력범죄의 처벌 및 피해자 보호 등에 관한 법률 위반(주거침입강간등)·상해·부착명령,2012노368,2013.05.03,부산고등법원,형사,400102,판결,선고
362,173391,성폭력범죄의처벌및피해자보호등에관한법률위반(특수강도강간등)·특수강도미수·성폭력범죄의처벌및피해자보호등에관한법률위반(특수강도강간등)·특수강도미수·부착명령,2012고합857,2013.05.02,서울남부지방법원,형사,400102,판결,선고
363,171748,상해치사·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등상해),2013도1222,2013.04.26,대법원,형사,400102,판결,선고
364,172857,산업기술의유출방지및보호에관한법률위반·업무상배임·공갈미수·폭력행위등처벌에관한법률위반(집단·흉기등상해)·상해·간통,2012고단5807,2013.04.23,서울중앙지방법원,형사,400102,판결,선고
365,173059,성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에 의한 강제추행)·성폭력범죄의 처벌 등에 관한 특례법 위반(강간 등 상해)·성폭력범죄의 처벌 등에 관한 특례법 위반(13세미만 미성년자강간)·성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에 의한 강간)·증거위조교사·부착명령,2012고합240,2013.04.12,전주지방법원군산지원,형사,400102,판결,선고
366,169474,성폭력범죄의 처벌등에 관한 특례법 위반(장애인에 대한 준강간등),2012도12714,2013.04.11,대법원,형사,400102,판결,선고
367,209213,"폭력행위등처벌에관한법률위반(공동공갈)(피고인1에대하여인정된죄명:공갈,피고인2에대하여인정된죄명:공갈방조)·폭력행위등처벌에관한법률위반(공동강요)(피고인1에대하여인정된죄명:강요·강요미수,피고인2에대하여인정된죄명:강요방조·강요미수방조)",2010도13774,2013.04.11,대법원,형사,400102,판결,선고
368,191995,폭력행위등처벌에관한법률위반(집단·흉기등상해)·재물은닉·폭행·폭력행위등처벌에관한법률위반(상습상해),2013도1435,2013.04.11,대법원,형사,400102,판결,선고
369,171130,성폭력범죄의 처벌등에 관한 특례법 위반(카메라등 이용 촬영)·강요·협박,2012노371,2013.04.02,춘천지방법원강릉지원,형사,400102,판결,선고
370,170967,폭력행위등처벌에 관한 법률 위반(집단·흉기등 협박)·폭력행위등처벌에 관한 법률 위반(집단·흉기등 폭행)·업무상 횡령·상해·업무방해·공무집행방해·폭력행위등 처벌에 관한 법률 위반(공동재물손괴등)·폭력행위등처벌에 관한 법률 위반(공동주거침입)[인정된 죄명:폭력행위등 처벌에 관한 법률 위반(공동퇴거불응)]·재물손괴·폭행,2011도7259,2013.03.14,대법원,형사,400102,판결,선고
371,170790,공갈·상해[인정된죄명폭력행위등처벌에관한법률위반(상습상해)]·사기·무고·폭력행위등처벌에관한법률위반(상습상해)·업무방해·모욕·폭행[인정된죄명폭력행위등처벌에관한법률위반(상습상해)],2012노303,2013.03.13,대전지방법원,형사,400102,판결,선고
372,175080,총포·도검·화약류등단속법위반·특수공무집행방해·특수국회회의장소동·정치자금법위반·폭력행위등처벌에관한법률위반(집단·흉기등폭행),2012고합162,2013.02.19,서울남부지방법원,형사,400102,판결,선고
373,169431,성폭력범죄의처벌등에관한특례법위반(13세미만미성년자강간등)·상해·폭행·부착명령,2012고합384,2013.02.15,울산지방법원,형사,400102,판결 : 확정,선고
374,167654,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(13세미만미성년자 강간 )·치료감호·치료명령〕,2012고합512,2013.02.08,대전지방법원,형사,400102,결정,자
375,170794,업무방해·폭력행위등 처벌에 관한 법률 위반(야간·공동주거침입),2012도3475,2013.01.31,대법원,형사,400102,판결,선고
376,167653,폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 상해)·폭행,2012노920,2013.01.31,청주지방법원,형사,400102,판결 : 상고,선고
377,173557,성폭력범죄의처벌등에관한특례법위반(강간등살인)·특정범죄가중처벌등에관한법률위반(영리약취·유인등)·주거침입·야간주거침입절도·절도·부착명령·치료명령,2012고합942,2013.01.31,광주지방법원,형사,400102,판결,선고
378,170795,성폭력범죄의 처벌등에 관한 특례법 위반(강간등 상해)·상해,2012도13896,2013.01.31,대법원,형사,400102,판결,선고
379,167439,성폭력범죄의 처벌 등에 관한 특례법 위반(13세미만 미성년자 강간 등)(일부인정된 죄명: 주거침입)·부착명령,2011도7164,2013.01.16,대법원,형사,400102,판결,선고
380,169743,폭력행위등처벌에 관한 법률 위반(집단·흉기등상해)·재물은닉·폭행·폭력행위 등 처벌에 관한 법률 위반(상습상해),2012노2737,2013.01.11,대구지방법원,형사,400102,판결,선고
381,192833,폭력행위등처벌에관한법률위반(집단·흉기등상해)·폭력행위등처벌에관한법률위반(공동상해)·폭력행위등처벌에관한법률위반(공동협박)·사행행위등규제및처벌특례법위반·범인도피교사·범인도피,2012도13999,2013.01.10,대법원,형사,400102,판결,선고
382,170415,성폭력범죄의 처벌 및 피해자 보호등에 관한 법률 위반(특수강간),2012도13177,2012.12.27,대법원,형사,400102,판결,선고
383,171707,성폭력범죄의 처벌 등에 관한 특례법 위반(주거침입강간등)·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(주거침입강간등)·상해·부착명령,2012고합55,2012.12.06,창원지방법원거창지원,형사,400102,판결,선고
384,171116,성폭력범죄의처벌등에 관한 특례법 위반(카메라등 이용촬영)·강요·협박,2012고단438,2012.11.15,춘천지방법원강릉지원,형사,400102,판결,선고
385,166478,성폭력범죄의 처벌 등에 관한 특례법 위반(특수강도강간등)[일부인정된죄명:성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)]·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강간)·특수강도미수·야간주거침입절도·야간주거침입절도미수·사기·여신전문금융업법 위반·부착명령,2012도10410,2012.11.15,대법원,형사,400102,판결,선고
386,170643,폭력행위등처벌에 관한 법률 위반(집단·흉기등 폭행)·준강간·폭력행위등 처벌에 관한 법률 위반(집단·흉기등 상해)·성폭력범죄의 처벌등에 관한 특례법 위반(특수강간)·감금·부착명령,2012노1657,2012.11.08,서울고등법원,형사,400102,판결,선고
387,168624,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(13세미만 미성년자 강간등),2011도5459,2012.10.25,대법원,형사,400102,판결,선고
388,168353,성폭력범죄의 처벌등에 관한 특례법 위반(특수강간)[피고인1에 대하여 인정된 죄명:아동·청소년의 성보호에 관한 법률 위반(강간등)·피고인2에 대하여 일부 인정된 죄명:아동·청소년의 성보호에 관한 법률 위반(강간등)방조]·위증·부착명령,2012도6848,2012.10.11,대법원,형사,400102,판결,선고
389,165921,폭력행위등처벌에 관한 법률 위반(공동폭행)·업무방해,2012도1895,2012.10.11,대법원,형사,400102,판결,선고
390,170645,성폭력범죄의처벌등에 관한 특례법 위반(장애인에 대한 준강간등),2012노1914,2012.10.05,서울고등법원,형사,400102,판결,선고
391,165455,폭력행위등처벌에 관한 법률 위반(집단·흉기등협박)·상해,2012도6612,2012.09.13,대법원,형사,400102,판결,선고
392,172264,집회 및 시위에 관한 법률 위반·특수절도·폭력행위 등 처벌에 관한 법률 위반(공동주거침입)·폭력행위 등 처벌에 관한 법률 위반(공동퇴거불응)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등상해),2012노320,2012.08.31,전주지방법원,형사,400102,판결,선고
393,165221,성폭력범죄의처벌 및 피해자보호등에 관한 법률 위반(친족관계에 의한 강제추행)·성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에 의한 강제추행)·부착명령,2011도14257,2012.08.30,대법원,형사,400102,판결,선고
394,165153,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(13세미만미성년자강간 등),2012도7377,2012.08.30,대법원,형사,400102,판결,선고
395,165222,폭력행위등처벌에 관한 법률 위반(공동공갈),2012도6157,2012.08.30,대법원,형사,400102,판결,선고
396,169733,폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 상해)·재물은닉·폭행·폭력행위 등 처벌에 관한 법률 위반(상습상해),2011고단6578,2012.08.23,대구지방법원,형사,400102,판결,선고
397,167731,성폭력범죄의 처벌 등에 관한 특례법 위반(특수강도강간 등)[일부인정된 죄명 성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)]·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강간)·특수강도미수·야간주거침입절도·야간주거침입절도미수·사기·여신전문금융업법 위반·부착명령,2012노149,2012.08.17,부산고등법원,형사,400102,판결,선고
398,167329,폭력행위 등 처벌에 관한 법률 위반(상습공갈)·폭력행위 등 처벌에 관한 법률 위반(상습협박)·사기,2012도6815,2012.08.17,대법원,형사,400102,판결,선고
399,164514,성폭력범죄의 처벌 등에 관한 특례법 위반(장애인에 대한 준강간 등)·아동·청소년의 성보호에 관한 법률 위반·부착명령,2012노12,2012.07.18,광주고등법원,형사,400102,판결 : 확정,선고
400,167250,폭력행위등처벌에 관한 법률 위반(공동퇴거 불응),2010도9349,2012.07.12,대법원,형사,400102,판결,선고
401,186661,폭력행위등처벌에관한법률위반(공동폭행),2012노255,2012.07.04,서울북부지방법원,형사,400102,판결 : 확정,선고
402,167308,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(친족관계에 의한 강간)·성폭력범죄의 처벌 및 피해자 보호 등에 관한 법률 위반(13세미만 미성년자 강간 등)·부착 명령,2012도2947,2012.06.28,대법원,형사,400102,판결,선고
403,167360,성폭력범죄의 처벌 등에 관한 특례법 위반(특수 강제 추행)[인정된 죄명: 성폭력범죄의 처벌 등에 관한 특례법 위반(특수 준강제 추행)·준강제 추행]·성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영),2012도2631,2012.06.28,대법원,형사,400102,판결,선고
404,167311,아동·청소년의 성보호에 관한 법률 위반(강간등)·성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영)·부착 명령,2012도5291,2012.06.28,대법원,형사,400102,판결,선고
405,170686,성폭력범죄의 처벌등에 관한 특례법 위반(장애인에 대한 준강간등),2011고합399,2012.06.15,서울북부지방법원,형사,400102,판결,선고
406,186660,특정범죄가중처벌등에관한법률위반(운전자폭행등)(인정된죄명:상해)·폭력행위등처벌에관한법률위반(집단·흉기등상해)·상해·재물손괴,2012노32,2012.06.14,대구고등법원,형사,400102,판결 : 상고,선고
407,167092,성폭력 범죄의 처벌 및 피해자 보호등에 관한 법률위반(13세 미만 미성년자 강간등)·부착명령,2012노1013,2012.06.07,서울고등법원,형사,400102,판결,선고
408,163871,폭력행위 등 처벌에 관한 법률 위반(단체등의구성·활동)·사행행위등규제 및 처벌특례법 위반·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 공갈)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 상해)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 재물손괴 등)·폭력행위 등 처벌에 관한 법률 위반(공동공갈)·상해·뇌물공여,2012도1284,2012.05.24,대법원,형사,400102,판결,선고
409,167266,폭행치사·폭력행위등 처벌에 관한 법률 위반(공동폭행),2010도5948,2012.05.24,대법원,형사,400102,판결,선고
410,163908,특수공무집행방해치상·특수공용물건손상·특수공무집행방해·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등재물손괴 등)·집회 및 시위에 관한 법률 위반·도로법 위반·공무집행방해·상해·업무방해·업무방해방조,2010도11381,2012.05.24,대법원,형사,400102,판결,선고
411,167288,폭력행위등 처벌에 관한 법률 위반(공동주거 침입),2010도9963,2012.05.24,대법원,형사,400102,판결,선고
412,163878,아동·청소년의성보호에 관한 법률 위반(음란물제작·배포등)[예비적죄명:성폭력범죄의처벌등에 관한 특례법 위반(카메라 등 이용촬영)]·아동·청소년의 성보호에 관한 법률 위반(강간등)(예비적죄명:강요),2012도2763,2012.05.24,대법원,형사,400102,판결,선고
413,170694,폭력행위등 처벌에 관한 법률 위반(집단·흉기등 폭행)·준강간·폭력행위등 처벌에 관한 법률 위반(집단·흉기등 상해)·성폭력범죄의 처벌등에 관한 특례법 위반(특수강간)·감금·부착명령,2011고합244,2012.05.18,수원지방법원안산지원,형사,400102,판결,선고
414,166788,폭력행위등 처벌에 관한 법률위반(집단·흉기등협박)·상해,2012노416,2012.05.11,광주지방법원,형사,400102,판결,선고
415,167111,폭력행위등 처벌에 관한 법률위반(공동공갈),2011노1865,2012.05.10,서울동부지방법원,형사,400102,판결,선고
416,167769,성폭력범죄의 처벌 등에 관한 특례법 위반(특수강도강간 등)·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)·성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강간)·특수강도미수·야간주거침입절도·야간주거침입절도미수·성폭력범죄의 처벌 등에 관한 특례법 위반(특수강도강간 등)[인정된 죄명 성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(특수강도강간 등)]·야간주거침입절도·사기·여신전문금융업법 위반·부착명령·부착명령,2011고합120,2012.05.04,창원지방법원진주지원,형사,400102,판결,선고
417,163543,특정범죄가중처벌 등에 관한 법률 위반(절도)·특정범죄가중처벌 등에 관한 법률 위반(강도)·특수공무집행방해치상·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등협박)·특수공무집행방해·폭행,2012도1225,2012.04.26,대법원,형사,400102,판결,선고
418,176121,존속살해방조[인정된죄명폭력행위등처벌에관한법률위반(공동존속감금)]·자살방조,2011노3591,2012.04.20,서울고등법원,형사,400102,판결,선고
419,224149,정보통신망이용촉진및정보보호등에관한법률위반·정보통신망이용촉진및정보보호등에관한법률위반(개인정보누설등)·정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·건조물침입·폭력행위등처벌에관한법률위반(공동주거침입),2012노10,2012.04.05,서울서부지방법원,형사,400102,판결,선고
420,165193,성폭력범죄의 처벌 및 피해자보호등에 관한 법률 위반(특수강간)·강간·성폭력범죄의 처벌 및 피해자보호등에 관한 법률 위반(카메라 등 이용촬영)·성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용촬영)·중감금·상해·재물손괴·폭행·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 폭행)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 협박)·총포·도검·화약류 등 단속법 위반·부착명령,2012도311,2012.03.15,대법원,형사,400102,판결,선고
421,165182,성폭력범죄의 처벌 등에 관한 특례법 위반(주거침입강간등)·특정범죄가중처벌 등에 관한 법률 위반(보복범죄 등)·부착명령,2012도544,2012.03.15,대법원,형사,400102,판결,선고
422,172288,집회 및 시위에 관한 법률 위반·특수절도·폭력행위 등 처벌에 관한 법률 위반(공동주거침입)·폭력행위 등 처벌에 관한 법률 위반(공동퇴거불응)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등상해),2011고단475,2012.02.23,전주지방법원,형사,400102,판결,선고
423,161028,아동·청소년의 성보호에 관한 법률 위반(강간등)·성폭력 범죄의 처벌등에 관한 특례법 위반(카메라등 이용 촬영)·강요,2011도15608,2012.02.23,대법원,형사,400102,판결,선고
424,161021,성폭력 범죄의 처벌등에 관한 특례법 위반(13세 미만 미성년자 강간등)·아동·청소년의 성보호에 관한 법률 위반(강간등)·절도·부착 명령,2011도8124,2012.02.23,대법원,형사,400102,판결,선고
425,166752,폭력행위등 처벌에 관한 법률위반(집단·흉기등협박)·상해,2011고단519,2012.02.15,광주지방법원,형사,400102,판결,선고
426,164836,아동·청소년의성보호에 관한 법률 위반(음란물제작·배포등){예비적죄명:성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용촬영)}·아동·청소년의성보호에 관한 법률 위반(강간 등)(예비적죄명:강요),2011노3355,2012.02.02,서울고등법원,형사,400102,판결,선고
427,165291,존속상해·폭력행위 등 처벌에 관한 법률 위반(상습존속상해),2011도15356,2012.01.26,대법원,형사,400102,판결,선고
428,167536,폭력행위등처벌에 관한 법률 위반(공동상해)·폭력행위등처벌에 관한 법률위반(공동폭행)·업무상횡령·업무상배임·업무방해·폭행,2011노5092,2012.01.12,수원지방법원,형사,400102,판결,선고
429,164859,폭력행위 등 처벌에 관한 법률 위반(단체등의구성·활동)·사행행위등규제 및 처벌특례법 위반·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 폭행)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 공갈)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 상해)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 재물손괴 등)·폭력행위 등 처벌에 관한 법률 위반(공동공갈)·공갈·상해·뇌물공여,2011노2149,2012.01.11,서울고등법원,형사,400102,판결,선고
430,186699,특정범죄가중처벌등에관한법률위반(절도)·특정범죄가중처벌등에관한법률위반(강도)·특수공무집행방해치상·폭력행위등처벌에관한법률위반(집단·흉기등협박)·특수공무집행방해·폭행,2011노441,2012.01.04,대전고등법원,형사,400102,판결,선고
431,172140,정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반·정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(개인정보 누설 등)·정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(정보통신망 침해 등)·건조물 침입·폭력행위 등 처벌에 관한 법률 위반(공동주거침입),2011고정1406,2011.12.14,서울서부지방법원,형사,400102,판결,선고
432,167099,폭력행위등 처벌에 관한 법률위반(공동공갈),2011고단2376,2011.12.08,서울동부지방법원,형사,400102,판결,선고
433,164235,성폭력범죄의 처벌 및 피해자보호 등에 관한 법률 위반(업무상위력 등에 의한 추행),2011도7173,2011.11.24,대법원,형사,400102,판결,선고
434,164840,아동·청소년의성보호에 관한 법률 위반(음란물제작·배포 등)[예비적죄명:성폭력범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용촬영)]·아동·청소년의 성보호에 관한 법률 위반(강간 등)(예비적죄명:강요),2011고합116,2011.11.11,서울북부지방법원,형사,400102,판결,선고
435,161401,아동·청소년의 성보호에 관한 법률 위반(강간 등)·성폭력 범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영)강요,2011노117,2011.11.03,대전고등법원,형사,400102,판결,선고
436,167537,폭력행위 등 벌에 관한 법률 위반(공동상해)·폭력행위 등 처벌에 관한 법률 위반(공동폭행)·업무상 횡령·업무상 배임·업무방해·폭행,2011고단2986,2011.10.28,수원지방법원,형사,400102,판결,선고
437,165251,특정범죄가중처벌 등에 관한 법률 위반(절도)·특정범죄가중처벌 등에 관한 법률 위반(강도)·특수공무집행방해치상·폭력행위 등 처벌에 관한 법률 위반(집단·흉기등협박)·특수공무집행방해·폭행·각배상명령,2010고합476,2011.10.28,대전지방법원,형사,400102,판결,선고
438,158764,업무방해·건조물침입·폭력행위등처벌에관한법률위반(집단·흉기등퇴거불응),2010도7733,2011.10.27,대법원,형사,400102,판결,선고
439,163669,집회 및 시위에 관한 법률 위반·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 주거침입)·폭력행위 등 처벌에 관한 법률 위반(집단·흉기 등 손괴)·일반교통방해·도로법 위반,2009도9948,2011.10.27,대법원,형사,400102,판결,선고
440,158517,폭력행위등 처벌에 관한 법률 위반(공동공갈)·업무방해·폭력행위등 처벌에 관한 법률위반(단체등의구성·활동)·폭력행위등 처벌에 관한 법률 위반(집단·흉기등감금)·협박,2011도7081,2011.10.13,대법원,형사,400102,판결,선고
441,167107,성폭력범죄의 처벌 및 피해자 보호등에 관한 법률위반(친족관계에 의한 강제추행)·성폭력범죄의 처벌등에 관한 특례법위반(친족관계에 의한 강제추행)[인정된 죄명:성폭력범죄의 처벌 및 피해자 보호등에 관한 법률위반(친족관계에 의한 강제추행)]·부착명령,2011노2069,2011.10.06,서울고등법원,형사,400102,판결,선고
442,162288,폭력행위 등 처벌에 관한 법률 위반(공동감금),2010도5962,2011.09.29,대법원,형사,400102,판결,선고
443,158087,성폭력 범죄의 처벌등에 관한 특례법위반(특수강도강간등)·성폭력범죄의처벌등에관한특례법위반(절도강간등)·특수강도·특정범죄가중처벌등에관한법률위반(절도)·상해·부착명령,2011도9253,2011.09.29,대법원,형사,400102,판결,선고
444,162490,성폭력범죄의처벌 등에 관한 특례법 위반(친족관계에 의한 강간)·성폭력범죄의처벌 등에 관한 특례법 위반(친족관계에 의한 강제추행)·아동·청소년의성보호에 관한 법률 위반(강간 등),2011전도82,2011.09.29,대법원,형사,400102,판결,선고
445,158428,성폭력범죄의 처벌등에 관한 특례법 위반(강간등 상해)[인정된 죄명:성폭력 범죄의 처벌등에 관한 특례법 위반(특수 강간)·폭력행위등 처벌에 관한 법률위반(집단·흉기등 상해)],2011노2052,2011.09.22,서울고등법원,형사,400102,판결 : 확정,선고
446,172170,공무집행 방해·폭력행위 등 처벌에 관한 법률 위반(공동상해),2011노618,2011.09.08,서울서부지방법원,형사,400102,판결,선고
447,157710,특정 경제 범죄 가중 처벌등에 관한 법률 위반(횡령)·특정 경제 범죄 가중 처벌등에 관한 법률 위반(배임)·유가증권 위조·위조 유가증권 행사·사문서 위조·위조 사문서 행사·공정증서 원본 불실 기재·불실 기재 공정증서 원본 행사·사기 미수·신용 훼손·무고·범인 은닉·사기·성폭력범죄의 처벌및 피해자 보호등에 관한 법률 위반(카메라등 이용 촬영)·상해·협박,2011도7262,2011.09.08,대법원,형사,400102,판결,선고
448,161731,폭력 행위등 처벌에 관한 법률 위반(집단·흉기등 상해)·폭력 행위등 처벌에 관한 법률 위반(공동 상해)·공무 집행 방해,2011도6325,2011.09.08,대법원,형사,400102,판결,선고
449,157258,일반 교통방해·공용물건 손상·폭력행위등 처벌에 관한 법률위반(공동상해)·공무집행방해 ·집회및 시위에 관한 법률위반,2008도10960,2011.08.25,대법원,형사,400102,판결,선고
450,157273,유해 화학물질 관리법 위반(환각물질 흡입)·폭력행위등 처벌에 관한 법률위반(집단·흉기등 협박)·치료감호,2011도6705,2011.08.25,대법원,형사,400102,판결,선고
451,161716,성폭력 범죄의 처벌및 피해자 보호등에 관한 법률 위반(공중 밀집 장소에서의 추행),2011도7344,2011.08.18,대법원,형사,400102,판결,선고
452,157558,성폭력 범죄의 처벌 등에 관한 특례법 위반(특수강도 강간등)·부착 명령,2011노1486,2011.08.18,서울고등법원,형사,400102,판결 : 상고,선고
453,157324,성폭력범죄의 처벌및 피해자 보호등에 관한 법률위반(친족관계에 의한 준강간)·성폭력범죄의 처벌및 피해자보호등에 관한 법률위반(친족관계에 의한 준 강제추행)[인정된죄명:성폭력범죄의 처벌및 피해자 보호등에 한 률위반(친족관계에 한 제추행)]·부착명령,2011노1393,2011.07.21,서울고등법원,형사,400102,판결 : 상고,선고
454,221231,폭력행위등처벌에관한법률위반(단체등의구성·활동)·사행행위등규제및처벌특례법위반·폭력행위등처벌에관한법률위반(집단·흉기등폭행)·폭력행위등처벌에관한법률위반(집단·흉기등공갈)·폭력행위등처벌에관한법률위반(집단·흉기등상해)·폭력행위등처벌에관한법률위반(집단·흉기등재물손괴등)·폭력행위등처벌에관한법률위반(공동공갈)·공갈·상해·뇌물공여,2011고합4,2011.07.18,수원지방법원평택지원,형사,400102,판결,선고
455,167100,성폭력범죄의 처벌 및 피해자보호등에 관한 법률위반(친족관계에 의한 강제추행)·성폭력범죄의 처벌등에 관한 특례법 위반(친족관계에 의한 강제추행){인정된 죄명:성폭력범죄의 처벌 및 피해자보호등에 관한 법률위반(친족관계에 의한 강제추행)}·부착명령,2011고합190,2011.07.15,서울남부지방법원,형사,400102,판결,선고
456,153118,특정범죄가중처벌등에관한법률위반(영리약취·유인등)·성폭력범죄의처벌등에관한특례법위반(13세미만미성년자강간등)·부착명령,2011도4451,2011.06.24,대법원,형사,400102,판결,선고
457,161392,아동·청소년의 성보호에 관한 법률 위반(강간 등)·성폭력 범죄의 처벌 등에 관한 특례법 위반(카메라 등 이용 촬영)·강요·협박,2011고합68,2011.06.24,청주지방법원,형사,400102,판결,선고
458,160436,성폭력 범죄의 처벌등에 관한 특례법 위반(강간등 상해),2011도4398,2011.06.24,대법원,형사,400102,판결,선고
459,159789,성폭력 범죄의 처벌등에 관한 특례법 위반(특수강도 강간등)·성폭력 범죄의 처벌등에 관한 특례법 위반(절도 강간등)·특수 강도·특정범죄 가중처벌등에 관한 법률위반(절도)·상해·부착명령,2011노1146,2011.06.23,서울고등법원,형사,400102,판결 : 상고,선고
460,160300,폭력 행위등 처벌에 관한 법률 위반(집단·흉기등 협박)·마약류 관리에 관한 법률 위반(향정),2011도3801,2011.06.09,대법원,형사,400102,판결,선고
461,152361,성폭력범죄의처벌및피해자보호등에관한법률위반(카메라등이용촬영),2010도10677,2011.06.09,대법원,형사,400102,판결,선고
462,172147,공무집행 방해·폭력행위 등 처벌에 관한 법률 위반(공동상해),2010고단1993,2011.06.01,서울서부지방법원,형사,400102,판결,선고
463,168459,성폭력범죄의 처벌 등에 관한 특례법 위반(13세미만 미성년자 강간등)(일부인정된 죄명: 주거침입)·부착명령,2011노37,2011.05.31,광주고등법원,형사,400102,판결,선고
464,161420,성폭력 범죄의 처벌 등에 관한 특례법 위반(13세 미만 미성년자 강간 등)·아동·청소년의 성보호에 관한 법률 위반(강간 등)절도·부착 명령,2011노17,2011.05.24,고등군사법원,형사,400102,판결,선고
465,158505,유해 화학물질 관리법 위반(환각물질 흡입)·폭력행위등 처벌에 관한 법률위반(집단·흉기등 협박)),2011노879,2011.05.20,서울고등법원,형사,400102,판결,선고
466,159857,폭력행위등 처벌에 관한 법률위반(공동공갈)·업무 방해·공갈·폭력행위등 처벌에 관한 법률위반(단체등의 구성·활동)·폭력행위등 처벌에 관한 법률위반(단체등의 집단·흉기등 폭행)·특정범죄 가중 처벌등에 관한 법률위반(도주차량)·도로 교통법 위반(사고후 미조치)·도로 교통법 위반(음주운전)·도로 교통법 위반(무면허운전)·폭력행위등 처벌에 관한 법률위반(집단·흉기등 감금)·협박,2011노163,2011.05.20,서울고등법원,형사,400102,판결,선고
467,173357,성폭력범죄의처벌등에관한특례법위반(장애인에대한준강간등),2010노589,2011.05.19,대구고등법원,형사,400102,판결,선고
468,158450,폭력행위등 처벌에 관한 법률위반(집단·흉기등 상해)·사기,2011도2279,2011.04.28,대법원,형사,400102,판결,선고
